,ROW ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Shipping Cost,Profit,Order Priority
11,12,e294a3c9-6c49-4428-8e4a-db58f7e78b5e,2020-08-10,2022-12-08,Next Day,e3ac908b-b2fc-4ec6-aa97-5387f81cc8de,Meghan Jenkins,Corporate,Lake Stevenberg,Ohio,Brazil,54765,North America,North,9d6e499a-1bce-4eee-9dca-7f383e6671e2,Electronics,Phones,ask,970.2107536403744,2,0.23396266375728714,2.621601834881592,25.454287408468232,Low
12,13,ee32ed8b-2a83-431f-abf9-ef5079d0e238,2021-07-31,2022-12-12,Next Day,2880546e-1bb8-4edd-b402-a35517f8f100,Laura Scott,Consumer,New Donnaton,Kentucky,Belgium,02070,EMEA,North,4c69d168-43b1-43dc-9660-eae87d32ff35,Furniture,Storage,rule,834.1182143924175,9,0.1926094938462863,1.9819527022035461,-39.68761311640674,Medium
13,14,a9144497-bb81-4aaf-85ce-9fc3881ed354,2023-12-09,2020-08-11,Standard,5f5b8d50-1daa-40b2-b574-41a6505141c8,Andre Grant,Consumer,Lake April,New Hampshire,Guyana,14259,EMEA,East,8cacc293-0867-4c97-b9d0-143b75d5421f,Electronics,Chairs,generation,220.2157195714934,5,0.02524198949851465,11.095737999794812,40.25529066795667,Low
14,15,24e93eb7-c2aa-46ed-9509-bbfb3300f2d7,2021-04-19,2020-02-22,Next Day,0ace86da-f35c-4652-a2ef-ab61447c4199,Dwayne Mcgee,Home Office,South Jackie,Wisconsin,Jamaica,08284,LATAM,East,9ba9d18b-c905-47c6-bb1b-38325b882644,Office Supplies,Accessories,method,190.00671753502962,6,0.04848861422838413,11.272067310592023,0.5252372447857141,High
15,16,e666f4a8-7745-4e0a-84ec-2a1105a6dfe3,2023-04-12,2020-03-11,Express,365b0eb0-02a8-4077-9db8-a8ed727a50f9,Elizabeth Barnes,Home Office,Port Ericamouth,New Mexico,Pakistan,03234,North America,North,d25d4a62-e831-4c54-9d3b-b5eb45d6c409,Electronics,Chairs,away,191.5704647548995,4,0.2695662565581238,13.111168128465925,32.64574661077417,Low
16,17,32f81ddc-ce15-419f-a441-62b8638d4700,2023-01-22,2023-04-02,Standard,07ee6b86-3c9a-49f7-a8b1-809376554e07,Ashley Torres,Corporate,Danielland,Georgia,France,56577,LATAM,East,799fa58b-9ed6-4503-ab10-95677c3e1817,Furniture,Phones,lose,311.1998205299424,7,0.18192871789787698,14.79573534073057,-17.995039896938827,High
17,18,c1c74e47-b0f9-434d-a7d5-988024450d57,2020-08-27,2020-02-24,Standard,2c1e2dfb-b5d4-4995-9c4b-f1752b381328,Amy Stanton,Consumer,North Charles,Minnesota,Vietnam,95705,North America,East,b7857244-a9bf-4477-9bf9-5482fde88ed2,Electronics,Storage,score,529.5088673159155,9,0.0027591154849888944,19.541189509788158,39.552322849620055,Medium
18,19,4bd45c01-f51e-452c-95f9-a775ded53a5d,2021-05-16,2021-02-13,Standard,d66b19fe-44ae-4003-90f8-8367433f4296,Martha Taylor,Home Office,Port Ashleyberg,Kentucky,Israel,54334,North America,East,e8d7eacc-9a34-46db-a2d5-9138ff8511c1,Furniture,Storage,education,437.62556845569463,7,0.03044146285980963,10.80970661772271,-11.079832126583689,Low
19,20,707ffe7d-6bb7-4184-9dc1-a243d71f71fd,2021-12-15,2021-10-20,Standard,b2f3b7e7-4d13-4dad-9b2f-67e48ced2399,Frank Stewart,Corporate,Garciaside,Louisiana,Argentina,69225,APAC,East,373303dd-ea7b-41c2-8468-9cc3dd2260dc,Furniture,Phones,late,298.3168487960615,1,0.19905053073241674,7.1361729858836735,-48.91623485197017,Low
20,21,61e1f468-8fd5-45b0-b639-6fca1fe99bcc,2021-06-22,2023-06-16,Standard,2c52f903-53a6-4bb0-affc-57c6073a43ec,Dwayne Pope MD,Corporate,Heatherstad,Nevada,Costa Rica,47714,EMEA,North,0fe379a6-88b4-4eeb-8ea3-8351d5b1f5c4,Electronics,Storage,whatever,615.7343657751557,1,0.001518475153865606,16.108537700605368,40.53819764192636,Low
21,22,cec95813-c527-4d38-8746-6c24e573cfcc,2023-02-18,2023-01-24,Next Day,ec53a473-f065-44fe-9aaf-80c7bd0f3c0d,Nicole Smith,Home Office,Lake Christopher,Wyoming,Papua New Guinea,35001,EMEA,West,981e298a-159f-4689-9a6f-7cc99f18fd1d,Furniture,Chairs,stuff,148.09892204552142,9,0.048242415425249596,6.14581277397941,-40.871332321386646,Low
22,23,b6c52214-2d21-48a0-a536-90e3048dc5cc,2022-10-05,2021-04-29,Next Day,bc86c4ba-4c45-4712-a91e-81758f38b053,Barry Compton,Corporate,Jenkinshaven,Virginia,Austria,45249,APAC,South,110ca9c2-9119-4c79-9536-e0a0f7c406bf,Electronics,Chairs,herself,299.22320204986596,9,0.16462013680997584,9.340456993407086,-18.06863624095851,Medium
23,24,d33ffbb6-4797-4054-82f2-30b1fced6be1,2023-05-11,2021-06-09,Standard,3df769e7-e518-4723-96b5-e9938aabb9e5,Gerald Graham,Consumer,New Ray,Indiana,Turks and Caicos Islands,07064,LATAM,West,b467436c-9329-4259-b4d5-09b152a79b6e,Office Supplies,Phones,recently,372.6982248607548,4,0.20756855930780796,2.4906712455030533,45.0061967050805,High
24,25,92cac016-4482-4eb0-b961-2e704b25e482,2020-07-17,2020-09-10,Next Day,94df4b19-2bd4-45f9-a771-8eae25ca321e,Lisa Medina,Corporate,West Cathystad,Vermont,Micronesia,77110,APAC,North,5202f354-49ab-42ba-ac2a-4d43aa4c45da,Furniture,Storage,either,461.50928437486556,9,0.19558837785078015,1.4816641248936926,45.060714693755614,High
25,26,e12f59a4-05e5-4e44-b39a-ecfa5e720a5f,2021-06-20,2020-01-24,Standard,40e42243-f840-469c-9db8-190da333b86f,Jimmy Winters,Consumer,Lorimouth,Delaware,Romania,72298,EMEA,North,4b058a8a-523c-4147-8257-208ecfb342fb,Furniture,Accessories,girl,787.3242017790834,3,0.06728079283816793,19.290319878880577,7.3437888123286115,Low
26,27,605bf132-b817-4928-a01f-d7e1841d8f02,2023-06-14,2022-01-19,Next Day,b80c105c-361b-4b47-ad99-a935b26e444e,Jon Johnson,Consumer,Port Isabellatown,Maine,Lithuania,71269,EMEA,South,afa1911b-4fab-4b09-b30c-b894ffdc095f,Furniture,Chairs,mind,207.67704433677613,7,0.21365376640426076,16.88362228973191,13.183721216979926,Medium
27,28,b4c9889b-16a4-48a6-be5f-2fbb9b074a0e,2022-03-04,2021-02-26,Next Day,97b4dbe8-893f-4cc6-8e49-103200350587,Stephanie Schroeder,Home Office,Mccormickshire,Louisiana,Cape Verde,27567,APAC,East,059f508e-49a8-40bb-b56d-83c37d09584d,Furniture,Chairs,vote,519.0920940294754,6,0.07117472624904002,14.223509915780262,-5.15544780216802,High
28,29,46ceb6f0-7a6d-4ea6-94d9-c98580c50643,2021-06-28,2021-11-30,Next Day,467acff4-2ab3-4ee1-af8f-e514593f5a89,Jim Fowler,Home Office,New Jill,Kansas,Afghanistan,65309,APAC,West,a0f8a621-163b-46f8-b3e2-1e5c4bb40046,Office Supplies,Chairs,they,596.4904231734221,8,0.09761990944778032,8.770105943871128,-20.678922830193546,High
29,30,fb238e44-6d99-4506-b172-e2194e7d796e,2023-06-11,2022-08-30,Next Day,05fe3c7c-5f74-4e85-acf7-adc4256c21b9,Teresa Mooney,Home Office,South Lisa,Georgia,Turks and Caicos Islands,75251,APAC,West,41264fa0-7edc-476f-a29b-61bb3f4554bf,Office Supplies,Chairs,heart,55.98590859279775,9,0.22394742153540723,4.29259208134607,-17.133545463008403,High
30,31,c1140dff-0e1e-4fe7-8a7c-ed9107b229d9,2021-07-06,2022-07-09,Express,1072de37-6f9e-4338-9678-aad0b116b043,Jessica Esparza,Corporate,Thompsontown,Oregon,Aruba,26261,EMEA,South,35dacf78-58e1-4508-b3be-fedeadf47cd4,Electronics,Accessories,source,611.4694033824239,5,0.1948898697141644,3.9723038107506348,17.251845607703842,High
31,32,f2ec3bd2-e39f-4367-8865-726df568a584,2023-07-26,2020-03-04,Standard,9fd0ee69-f68d-4b4f-bfd5-edf805f31528,Jamie Williams,Home Office,East Meganhaven,Michigan,Lithuania,39996,APAC,East,c5d61da0-034b-4049-8d51-206923ab0486,Furniture,Phones,world,178.8188824504186,1,0.2547670231482534,5.754615065127311,25.237452943768005,High
32,33,15909443-1d56-4f50-987f-17aaa74c7594,2020-04-22,2020-11-26,Express,ff3484a9-da5d-4244-b8f7-15b167e5bd13,Tara Jones,Home Office,West Heather,Hawaii,Kuwait,94866,APAC,South,e64616b1-94c0-4077-8a15-e440daebaccd,Furniture,Chairs,material,74.40107705542673,3,0.197283867690103,11.435306629416289,29.157904372584852,High
33,34,155a8d35-c5f8-41f1-b4b0-f9e5928e302c,2021-02-05,2023-03-03,Next Day,48611964-86e7-4a11-b22f-de9442d7dfe0,Lisa Griffith,Corporate,New Charlestown,Mississippi,Sweden,83967,LATAM,North,a344e0e3-e620-40d1-a1a6-f8611f71f2ec,Office Supplies,Storage,ground,949.3966818807999,8,0.1704925810006415,14.577322531301185,28.961814279455382,Medium
34,35,ecb09f8b-ea77-46fa-87da-751529d50616,2023-03-08,2020-09-24,Express,ac4fc69c-24ac-45f7-b78c-f52c221081f0,Rachel Jordan,Home Office,Michaelfort,Indiana,Estonia,49272,APAC,West,354e7d50-7e52-4e01-a525-9acdfe149686,Electronics,Accessories,often,965.9757127438138,6,0.028102430348427743,13.543750157636895,-40.87938969513097,Low
35,36,23f2bb17-6c21-4144-ab80-6e47181a57ac,2022-03-28,2020-02-03,Standard,041b9b4a-4b95-494e-bc9e-7f79ef30d35e,Dustin Moss,Corporate,North Rhonda,Kansas,Micronesia,28806,EMEA,South,b18abcdb-04e0-46dd-9d43-0a75b911e6ad,Office Supplies,Chairs,we,810.3133746352966,8,0.11031474091783006,6.318744041972914,-0.5579695297418539,High
36,37,9a6e82a1-f461-4fe5-a1ec-5db6602099a4,2021-02-24,2021-06-29,Standard,5b2fae09-d2d3-4bc7-b2f6-a76b37c000c2,Kenneth Lopez,Corporate,Carlaview,Arkansas,Aruba,19123,LATAM,South,ef6ab9f0-f819-4a42-b8cd-63fb1a19f532,Office Supplies,Storage,can,311.56763148163697,9,0.07956071030451763,19.14244033260069,-44.244123998335574,Medium
37,38,5a546c22-2c1b-438f-b1f1-bb96e0dde940,2022-08-20,2023-06-21,Next Day,80c317c7-d71c-4bf2-8b04-4439f14af455,Michael Edwards,Consumer,South Kyle,Alabama,Sweden,35308,North America,North,43006d4e-2485-4f90-8572-3d71893a0b58,Electronics,Chairs,him,106.69539286632003,4,0.07319689301372508,15.020041417219602,4.952888232373553,Medium
38,39,9ec5d3e6-6000-4c91-a13d-b13c47dabe31,2023-05-23,2022-04-07,Express,68da597a-2583-4e96-ac9b-3f260f1462ef,Erin Williams,Consumer,West Brendashire,South Dakota,Burkina Faso,48499,EMEA,North,a9e3ee88-d496-4dbb-8ac1-10907707abfe,Furniture,Phones,social,687.3906962470353,1,0.29190316642573366,11.532726997716614,-5.846949862662299,Low
39,40,5fa25a39-e6aa-4fb2-8e54-dae48dbc1d0d,2023-08-09,2020-10-21,Express,03d3e746-fe75-4197-8f6c-7bc180dc9d36,Stacey Martinez,Home Office,Ryanview,Nebraska,Bahrain,44129,EMEA,South,d6787223-cad3-4cfb-bebf-310410aabe61,Furniture,Accessories,language,445.7509688022053,1,0.11792931740002811,12.622694178452692,38.77041827582998,Low
40,41,6b246464-645f-482f-9ba4-f1bdc400d3f0,2021-04-30,2023-09-11,Express,ac551ce5-3933-4228-96b5-aa83de77db6d,Michael Cooper,Corporate,Mckayshire,Montana,Mexico,68265,North America,East,e4c158dd-adfe-40f1-bd49-51519f0f3f34,Office Supplies,Phones,data,130.81785249633106,4,0.26761396655313396,8.972401186128009,-14.908498744792134,High
41,42,b7b07298-e9f3-4e97-bd39-cc0417bde494,2022-08-03,2023-03-13,Standard,98486375-0e68-42a0-922e-65713a626c48,Jill Schmidt,Consumer,East Brooke,California,Bangladesh,88854,EMEA,South,c6c74260-b0ce-4fe4-93ec-7d2358256476,Office Supplies,Accessories,land,500.2251410101575,7,0.18934158779917887,5.706888800521992,-38.293298357239415,Low
42,43,63a9ee83-591a-4874-9d0e-504677ae698f,2023-01-31,2022-05-31,Standard,7e51fd36-6b12-475a-a09e-56af1bc0189d,Peter Kennedy,Consumer,Buchananberg,Montana,Slovenia,21111,North America,West,faffbc0d-a636-4a0c-ba97-981ef0dbd904,Office Supplies,Chairs,marriage,44.04463590406621,2,0.23844339106249451,7.76348089437397,-35.700831794716414,Low
43,44,9b45a50e-a19d-4bc2-93b4-786f4bf87b32,2021-01-15,2021-09-12,Express,8f03a762-3ae4-4512-8891-0e3ef506c31d,Travis Hernandez,Consumer,Ramirezside,Ohio,Somalia,79437,North America,West,9e18c56e-1b11-4be7-ba27-3f7b6b37632b,Electronics,Chairs,candidate,910.2271980579942,3,0.15079112793155763,15.399076098823013,26.151063171747225,Medium
44,45,74de1852-4708-4b7a-bcf8-c76f06e5de68,2023-03-25,2020-01-27,Standard,d32e74a8-5f38-4a07-ad10-7cd294b2d8c8,Robert Jones,Consumer,Lake Michellemouth,Maine,Brazil,15589,EMEA,North,3681c5ad-2e6b-44c8-ab25-c6c61fcc8d66,Electronics,Accessories,Mr,266.1921817840167,1,0.17307116538790773,1.2734762839653615,11.821806331626107,Medium
45,46,5b7633fa-196b-4774-8bac-2390823b4c2f,2022-06-27,2023-10-19,Standard,b8bc8b2d-5aa3-49b0-917e-c335e314a7af,Crystal Cooper,Home Office,Joneshaven,Virginia,Romania,09020,APAC,South,fb030db7-0412-41d3-b476-921299a8980b,Office Supplies,Storage,management,665.8970615104422,5,0.14775530814565915,3.2053801696314084,-39.88773238772097,Medium
46,47,b785d982-97dd-4efa-9144-3ca3d094087c,2020-12-24,2022-10-08,Express,4d0c1958-da58-4fc8-b784-7ebc8de7743d,Shannon Lawrence,Consumer,Lake Amy,Massachusetts,Iraq,33502,APAC,East,49597513-8cfd-420f-b14a-fa9d0c7ce95e,Furniture,Storage,wish,318.59396532851684,1,0.058572896339413344,1.8740501984133022,-41.58931938850026,High
47,48,7e1e9937-ba25-492a-902c-2173ee327727,2022-05-19,2023-03-31,Standard,f0052283-8cf3-4ccb-8092-178d0fe3107a,Samuel Martinez,Home Office,Port Julietown,Connecticut,Spain,96858,North America,West,36511a14-d9ee-4c04-aeae-5e56810d65f0,Furniture,Chairs,explain,524.8673409660327,8,0.2167356345784516,1.7738472440604327,20.096913145911998,High
48,49,797139cb-229b-4a5e-9ef4-b0e9a1979202,2020-09-15,2020-07-08,Express,efbfdb8b-5c0c-4d5c-8a7f-63663533d420,Rebecca Smith,Corporate,West Dylan,North Carolina,Switzerland,38046,LATAM,East,955c4539-6230-4af3-b055-e8d596a6879e,Electronics,Chairs,two,551.2431765498469,1,0.08423170873225673,17.253751096209136,-42.72369936358065,Low
49,50,0af8899f-d32e-4e72-a36e-0ea3856b8b90,2022-09-26,2021-01-01,Express,0b62155c-57f5-4e96-8dc0-deb7e6a60e91,Marissa Pierce,Home Office,Colemanmouth,South Dakota,Estonia,31623,North America,South,b7395cc7-221f-4f4f-968e-0021ad70060c,Electronics,Phones,however,193.00591097027177,1,0.007294789929436152,14.36949932822045,32.186005929035616,Low
50,51,b548b05e-7bb0-4354-99a3-601391401c38,2023-01-13,2022-12-17,Next Day,6c67be58-86ce-49d6-be44-01cfa60820dc,Sara Pierce,Consumer,North Joshuastad,Tennessee,Palestinian Territory,06067,North America,South,30a6b3a1-c12b-48b5-b697-4552eeb661f5,Furniture,Chairs,practice,969.888781486913,2,0.19364168877215035,10.00930275265918,20.624222715649623,High
51,52,2ace897e-63c6-444c-80f2-2495ad0119d9,2023-03-15,2022-04-26,Express,940114e0-5f33-4995-b3f9-1fbf9b2ac8ce,Lisa Caldwell,Corporate,Crosschester,Oregon,Myanmar,88685,North America,West,e88397eb-5bfb-4306-aded-8e003ab123c0,Electronics,Accessories,list,777.3814951275034,2,0.05313320382211468,2.858849052369028,-41.86512193581002,High
52,53,b6e46ed5-34ce-4afe-bd36-a93496b0a5c0,2023-03-08,2023-11-16,Standard,9ed21350-f9ee-44b1-9b18-81a43f9a2a6a,Sarah Chen,Corporate,Nicholasmouth,Nebraska,Saint Helena,48705,APAC,West,53240a2d-0f95-4a7f-a191-8fb366c7d9f3,Furniture,Storage,itself,940.1039521485473,6,0.2821375753058743,10.340701627219815,-41.51622859148081,Medium
53,54,e94c7a16-302d-43f0-b95e-a3681494aea5,2022-03-25,2023-07-18,Next Day,414fa543-6c87-4ba6-ae41-c8334818ac20,Megan Olson,Home Office,East Susan,Michigan,Micronesia,83406,APAC,North,63c009f6-a044-4410-8216-f51a0f5351a6,Office Supplies,Storage,low,895.8790769233724,7,0.2861785731007762,9.995963644830749,48.66395785011754,High
54,55,6662f432-3e54-478c-a067-523716f79334,2021-10-06,2023-02-20,Express,0587b644-d41b-4a00-a45b-1d90b00ca67e,Billy Carpenter,Corporate,Brewerburgh,Connecticut,Hong Kong,65560,APAC,West,a6bd0bf7-20a3-4410-9e58-b3e05dcdec08,Electronics,Phones,participant,601.9209790229743,5,0.2744593170661345,4.290835528290288,-12.572920424387966,High
55,56,dcc58752-c3a7-4d6b-9381-6813f5b02514,2023-05-31,2020-02-09,Next Day,9d4dad8e-138b-49c0-9327-3dd9bd049267,Ryan Lawrence,Home Office,Port Brittany,South Dakota,Saudi Arabia,32746,North America,South,066fb0c3-1c9a-46d0-94c5-3fa4abc9b512,Office Supplies,Storage,talk,922.6554926728857,1,0.11104761007663332,9.243181335521488,-12.935785293310907,Low
56,57,4c35134a-5edc-4fed-8af6-be556d682fc7,2022-05-16,2023-03-15,Standard,40fbb3c2-717f-4337-94b0-dd1122c9b73c,Mallory Walters,Corporate,South Daniel,Pennsylvania,Dominica,59435,LATAM,West,55bf8608-e29c-460e-8a89-35c2dcc45d45,Electronics,Storage,agree,97.6075770314003,1,0.004636984958660229,8.571589953550095,31.279956725750253,Low
57,58,74fdca03-4e15-48f8-8b3e-5473fe794e1a,2020-01-07,2020-03-09,Express,6c1c8aca-99af-45c3-a3a1-12b08e95e486,Jennifer Turner,Home Office,East Tammybury,Iowa,Wallis and Futuna,47583,APAC,North,5f64d577-ef8e-47a1-8cfe-3fa00167843b,Electronics,Accessories,movie,204.02303379495373,3,0.2784955687763176,12.701151862992113,44.724857738385865,Medium
58,59,bcfc6891-eb88-47d0-9b9b-ca5c3d22b161,2023-10-28,2021-04-20,Standard,299e9714-5ee3-46d1-b28b-fb0313f75ae2,Derrick Lane II,Consumer,East Christineburgh,Georgia,Malawi,78268,EMEA,South,a52e5ebf-567c-4e5f-a021-6b73f9b2ca94,Office Supplies,Storage,improve,54.775016021432684,2,0.1284552444951943,13.066779366485232,48.600106382287095,High
59,60,04f8e535-3eb5-4f7d-8f6d-3e4c41e85c8f,2020-03-04,2021-06-10,Next Day,620494fd-27fa-444f-b481-9d44c8532d1c,Nicole Fuentes,Home Office,Jenniferland,South Dakota,Holy See (Vatican City State),28521,EMEA,East,d7527fc2-0be8-41bf-b167-e7bac6f595f4,Office Supplies,Phones,wish,332.0770274556317,5,0.28999644571310085,1.8607761856688458,25.337818525894164,Low
60,61,1f41e955-a8f3-46fe-9448-efe168dbf3ba,2023-10-01,2021-08-16,Express,2657fe1b-c240-45ec-bddb-465747248591,Laura Ferguson,Home Office,South Kennethbury,Vermont,Equatorial Guinea,43258,EMEA,West,17269ef1-ecf1-41aa-84af-7c602d793ac1,Electronics,Phones,end,394.7905167925872,6,0.28908599312677585,8.117639677902954,-12.374041446908421,High
61,62,53d78e81-5c97-45c8-b8b9-883208ae4441,2023-05-21,2022-12-19,Next Day,50ccfc1a-db0a-4bb0-ae84-24fbb316c969,Dr. Hailey Mckay,Consumer,Kristinland,Tennessee,Mauritius,40716,North America,North,26d81b7f-fe1f-4dde-a0be-8597d04f03d5,Office Supplies,Storage,meeting,278.63554145615694,7,0.255902836640208,12.891338398570491,-41.64992833013312,High
62,63,a3a018d4-99a2-4643-b22f-3270b8b65d7d,2020-12-12,2023-06-30,Next Day,025a06b8-4416-42eb-b676-a0c5459950a4,Victor Wade,Home Office,Maddoxfurt,New York,Mexico,64108,EMEA,West,aac29c52-09ee-4b86-a02c-349e480b0cb8,Furniture,Chairs,response,830.45013406041,4,0.0883346676208757,10.559588913021667,27.714691592743677,Medium
63,64,a7cf4b04-f7b4-473f-9d2f-ecacd587ea94,2022-08-16,2020-12-29,Express,af807888-d834-4493-9837-ebb7882a85c2,David Hester,Home Office,West Holly,Idaho,Netherlands Antilles,74008,North America,South,e5ad3795-b9e6-4edb-b1f0-f8f57e3158a9,Furniture,Storage,often,363.1857934266534,7,0.11552931858057758,17.273306982578124,5.840424973580504,High
64,65,ac27cb17-72bf-4446-96af-c2a19ea6bbf1,2021-03-29,2023-05-16,Next Day,433b9faa-d4b6-47be-94ef-87fe4753add1,Ronald Alvarado,Corporate,Waltonfurt,Nebraska,Aruba,65949,EMEA,North,92d9d300-76bf-4ca8-b94e-866e8607edc3,Office Supplies,Phones,right,288.1251645905069,8,0.25534100145505706,13.515179000759955,-7.577799075302373,Medium
65,66,fcb6377d-7f3e-44a8-8641-f13b18b41976,2020-05-30,2020-12-17,Standard,898d91b8-54d1-4fe6-94da-2eb6408221cb,David Butler,Home Office,Fosterville,Louisiana,Singapore,07636,LATAM,West,e3559376-a37c-4171-a4ad-48ec9672d7d9,Furniture,Phones,decide,547.269122326666,1,0.0950766015468833,4.095754114547164,40.6354385094736,Low
66,67,8574c1b5-50ca-4945-9a65-f439adf5ecf5,2023-02-02,2022-08-14,Next Day,7265634d-6ca6-40ea-a69e-a1d1b1220c8f,Kaitlyn Vasquez,Corporate,East Anthony,Wisconsin,Korea,71047,North America,East,3aec70d1-a105-4375-ae0e-b503f078c889,Furniture,Accessories,sort,149.51498272501502,6,0.05084782400582775,2.340806200608167,-38.88025176938487,Low
67,68,748efa1e-239f-4baa-8106-8bf0a4401e9b,2020-05-28,2021-07-30,Standard,b2561f2d-f8a2-47f9-ba0a-c2c6ae456244,Kyle Mejia,Consumer,Hughesside,Colorado,Mauritania,98266,EMEA,East,81fd3045-d62e-4be9-b775-bdafb9a4cea0,Furniture,Storage,general,804.1750109464992,8,0.16704037873750505,13.205966285919997,-0.7374895709140858,Low
68,69,88c3dbfb-af3e-430c-8a87-e25100d6c299,2023-01-14,2023-10-30,Standard,034abc58-deb1-41fe-8cc6-68180c6de9fd,Cameron Wilson,Corporate,Reneeburgh,Missouri,Ecuador,37512,APAC,East,bec9ea71-0b8a-4db1-ba24-5b9a65b9adab,Electronics,Storage,future,83.80513724297312,5,0.2808464322482343,1.5037149002908143,-48.864635523258094,Low
69,70,d2b38d6f-6ca3-4151-b68d-07b4386e2a2c,2020-09-18,2023-08-30,Next Day,6a2c84c0-6561-42b9-9522-01aa33dd3cee,Patricia Gray,Corporate,East Johntown,Alabama,Equatorial Guinea,30118,North America,West,7b6d4d37-ff53-458e-816b-e5197ae500dd,Furniture,Accessories,possible,987.0180672345122,4,0.2088089390024919,12.129736044195802,-3.1339358005873734,Medium
